Institute,Academic Program Name,Quota,Seat Type,Gender,Opening Rank,Opening Marks,Closing Rank,Closing Marks
Indian Institute of Technology Bombay,"Energy Engineering (4 Years, Bachelor of Technology)",AI,EWS (PwD),Gender-Neutral,23P,320.12,23P,320.12
Indian Institute of Technology Bombay,"Energy Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,1089,205.36,1455,194.38
Indian Institute of Technology Bombay,"Energy Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),3365,160.36,3818,155.83
Indian Institute of Technology Bombay,"Energy Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,320,247.48,841,215.0
Indian Institute of Technology Bombay,"Energy Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),2194,177.14,2194,177.14
Indian Institute of Technology Bombay,"Energy Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,678,223.38,732,220.45
Indian Institute of Technology Bombay,"Energy Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1090,205.33,1090,205.33
Indian Institute of Technology Bombay,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,122,274.64,1483,193.54
Indian Institute of Technology Bombay,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),3126,163.75,4351,150.5
Indian Institute of Technology Bombay,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,40,310.94,40,310.94
Indian Institute of Technology Bombay,"Engineering Physics (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,135,272.56,475,235.82
Indian Institute of Technology Bombay,"Engineering Physics (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),1172,202.16,1172,202.16
Indian Institute of Technology Bombay,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,269,253.16,1215,200.72
Indian Institute of Technology Bombay,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),1588,191.26,3571,158.3
Indian Institute of Technology Bombay,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,26P,318.5,26P,318.5
Indian Institute of Technology Bombay,"Engineering Physics (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,483,235.26,820,216.05
Indian Institute of Technology Bombay,"Engineering Physics (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),1089,205.36,1213,200.76
Indian Institute of Technology Bombay,"Engineering Physics (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,353,244.84,493,234.56
Indian Institute of Technology Bombay,"Engineering Physics (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),642,225.54,642,225.54
Indian Institute of Technology Bombay,"Environmental Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,3143,163.58,4696,148.0
Indian Institute of Technology Bombay,"Environmental Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),8026,127.75,8925,124.0
Indian Institute of Technology Bombay,"Environmental Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,78P,290.42,78P,290.42
Indian Institute of Technology Bombay,"Environmental Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,802,216.95,942,210.36
Indian Institute of Technology Bombay,"Environmental Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),2213,176.88,2213,176.88
Indian Institute of Technology Bombay,"Environmental Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,2015,180.72,2320,175.62
Indian Institute of Technology Bombay,"Environmental Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),4389,150.12,4903,145.98
Indian Institute of Technology Bombay,"Environmental Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1143,203.32,1375,196.78
Indian Institute of Technology Bombay,"Environmental Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),2221,176.8,2221,176.8
Indian Institute of Technology Bombay,"Environmental Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,792,217.45,821,216.0
Indian Institute of Technology Bombay,"Environmental Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1156,202.8,1156,202.8
Indian Institute of Technology Bombay,"Industrial Engineering and Operations Research (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,264,253.81,1133,203.72
Indian Institute of Technology Bombay,"Industrial Engineering and Operations Research (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),2669,170.32,3012,164.89
Indian Institute of Technology Bombay,"Industrial Engineering and Operations Research (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,34,314.18,34,314.18
Indian Institute of Technology Bombay,"Industrial Engineering and Operations Research (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,161,268.4,222,259.27
Indian Institute of Technology Bombay,"Industrial Engineering and Operations Research (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),711,221.5,711,221.5
Indian Institute of Technology Bombay,"Industrial Engineering and Operations Research (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,668,223.98,974,209.08
Indian Institute of Technology Bombay,"Industrial Engineering and Operations Research (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),2844,167.57,2913,166.76
Indian Institute of Technology Bombay,"Industrial Engineering and Operations Research (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,100P,278.54,100P,278.54
Indian Institute of Technology Bombay,"Industrial Engineering and Operations Research (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,332,246.52,692,222.54
Indian Institute of Technology Bombay,"Industrial Engineering and Operations Research (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),1172,202.16,1172,202.16
Indian Institute of Technology Bombay,"Industrial Engineering and Operations Research (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,104,277.52,289,250.56
Indian Institute of Technology Bombay,"Industrial Engineering and Operations Research (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),582,229.14,582,229.14
Indian Institute of Technology Bombay,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,490,234.77,1766,186.7
Indian Institute of Technology Bombay,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),2816,167.85,4693,148.0
Indian Institute of Technology Bombay,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,89,284.48,93,282.32
Indian Institute of Technology Bombay,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,201,262,335,246.28
Indian Institute of Technology Bombay,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),859,214.1,1086,205.45
Indian Institute of Technology Bombay,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS (PwD),Gender-Neutral,13P,325.52,13P,325.52
Indian Institute of Technology Bombay,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,311,248.2,919,211.28
Indian Institute of Technology Bombay,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),1158,202.72,2576,171.25
Indian Institute of Technology Bombay,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,67,296.36,69,295.28
Indian Institute of Technology Bombay,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,168,267.28,503,233.88
Indian Institute of Technology Bombay,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),859,214.1,1152,202.96
Indian Institute of Technology Bombay,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,129,273.52,291,250.3
Indian Institute of Technology Bombay,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),636,225.9,766,218.75
Indian Institute of Technology Bombay,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,2584,171.17,4119,152.82
Indian Institute of Technology Bombay,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),6628,135.0,8075,127.26
Indian Institute of Technology Bombay,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,92P,282.86,92P,282.86
Indian Institute of Technology Bombay,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,580,229.26,912,211.56
Indian Institute of Technology Bombay,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),1515,192.72,1782,186.38
Indian Institute of Technology Bombay,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,1356,197.35,2129,178.44
Indian Institute of Technology Bombay,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),3828,155.73,4695,148.0
Indian Institute of Technology Bombay,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,99P,279.08,99P,279.08
Indian Institute of Technology Bombay,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,968,209.32,1345,197.68
Indian Institute of Technology Bombay,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),2121,178.6,2209,176.92
Indian Institute of Technology Bombay,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,377,242.92,657,224.64
Indian Institute of Technology Bombay,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),864,213.85,1147,203.16
Indian Institute of Technology Mandi,"B.Tech in General Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,6043,138.0,10083,119.18
Indian Institute of Technology Mandi,"B.Tech in General Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),16970,100.0,17710,98.0
Indian Institute of Technology Mandi,"B.Tech in General Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1494,193.21,1658,189.29
Indian Institute of Technology Mandi,"B.Tech in General Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),2826,167.75,2826,167.75
Indian Institute of Technology Mandi,"B.Tech in General Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,3067,164.34,4575,148.26
Indian Institute of Technology Mandi,"B.Tech in General Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),7992,128.0,8658,125.0
Indian Institute of Technology Mandi,"B.Tech in General Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2311,175.8,2520,171.81
Indian Institute of Technology Mandi,"B.Tech in General Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),3806,155.95,3806,155.95
Indian Institute of Technology Mandi,"B.Tech in General Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1216,200.7,1289,199.24
Indian Institute of Technology Mandi,"B.Tech in Materials Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,9202,122.99,12152,112.0
Indian Institute of Technology Mandi,"B.Tech in Materials Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),22812,89.0,23230,88.0
Indian Institute of Technology Mandi,"B.Tech in Materials Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1778,186.46,2056,179.9
Indian Institute of Technology Mandi,"B.Tech in Materials Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),3511,158.9,3511,158.9
Indian Institute of Technology Mandi,"B.Tech in Materials Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,4765,147.36,5037,144.64
Indian Institute of Technology Mandi,"B.Tech in Materials Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),8495,126.0,8928,124.0
Indian Institute of Technology Mandi,"B.Tech in Materials Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2554,171.47,2790,168.22
Indian Institute of Technology Mandi,"B.Tech in Materials Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),3866,155.35,3866,155.35
Indian Institute of Technology Mandi,"B.Tech in Materials Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1334,198.01,1352,197.47
Indian Institute of Technology Mandi,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,3648,157.53,4022,153.79
Indian Institute of Technology Mandi,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),9721,120.8,9846,120.0
Indian Institute of Technology Mandi,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,193P,263.28,193P,263.28
Indian Institute of Technology Mandi,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,529,232.32,614,227.22
Indian Institute of Technology Mandi,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),1303,198.94,1303,198.94
Indian Institute of Technology Mandi,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,1498,193.09,1764,186.74
Indian Institute of Technology Mandi,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),4094,153.07,4949,145.52
Indian Institute of Technology Mandi,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1007,207.82,1270,199.62
Indian Institute of Technology Mandi,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),1559,191.84,1559,191.84
Indian Institute of Technology Mandi,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,600,228.06,617,227.04
Indian Institute of Technology Mandi,"B.Tech in Microelectronics & VLSI (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,4593,148.08,5811,139.9
Indian Institute of Technology Mandi,"B.Tech in Microelectronics & VLSI (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),11355,115.0,12496,111.0
Indian Institute of Technology Mandi,"B.Tech in Microelectronics & VLSI (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,898,212.15,996,208.2
Indian Institute of Technology Mandi,"B.Tech in Microelectronics & VLSI (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),2405,173.92,2405,173.92
